name,location,average_gpa,average_sat_composite,Average Salary 1yr,Average Salary 5yr,acceptance_rate,average_act_composite,type_of_institution,level_of_institution,average_net_price,number_of_students,gpa_link,latitude,longitude,school_name_clean_key
west virginia junior collegeunited career institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,west virginia junior collegeunited career institute
frontier community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,frontier community college
beauty academy of south florida,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,beauty academy of south florida
christ mission college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,christ mission college
ave maria university,"Ave Maria, FL",3.6,1155.0,45513.333333333336,48419.0,0.44,24,PRIVATE,4 YEAR,19226.0,1310.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,ave maria university
university of mount union,"Alliance, OH",3.5,1127.0,46322.53846153846,61019.36363636364,0.76,22,PRIVATE,4 YEAR,24166.0,2130.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,university of mount union
methodist college,"Peoria, IL",3.0,1017.0,67809.0,73700.0,0.33,21,PRIVATE,4 YEAR,35862.0,456.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,methodist college
laurel business institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,laurel business institute
charleston southern university,N/A,N/A,N/A,39524.5,50015.916666666664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,charleston southern university
evangel university,"Springfield, MO",3.6,1102.0,35940.444444444445,44710.625,0.68,22,PRIVATE,4 YEAR,22837.0,1868.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,evangel university
los angeles college of music,N/A,N/A,N/A,24059.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,los angeles college of music
saint josephs college of maine,"Standish, ME",3.0,1072.0,52245.875,62433.333333333336,0.81,20,PRIVATE,4 YEAR,26929.0,1478.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,saint josephs college of maine
glasgow caledonian university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,glasgow caledonian university
galveston college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,galveston college
tennessee college of applied technologypulaski,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tennessee college of applied technologypulaski
marymount manhattan college,"New York, NY",3.5,1110.0,30532.75,47955.6,0.72,25,PRIVATE,4 YEAR,39928.0,1608.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,marymount manhattan college
chamberlain universitynew jersey,N/A,N/A,N/A,83188.0,92768.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chamberlain universitynew jersey
grenoble ecole de management,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,grenoble ecole de management
hampdensydney college,"Hampden Sydney, VA",3.5,1185.0,45238.0,74229.33333333333,0.4,24,PRIVATE,4 YEAR,31227.0,846.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,hampdensydney college
florida panhandle technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,florida panhandle technical college
digital film academy atlanta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,digital film academy atlanta
los medanos college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,los medanos college
theatre of arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,theatre of arts
upmc shadyside at upmc harrisburg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,upmc shadyside at upmc harrisburg
daniel webster college,N/A,N/A,N/A,N/A,77867.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,daniel webster college
kettering college ollie davis medical arts and education center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,kettering college ollie davis medical arts and education center
western seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,western seminary
aviation institute of maintenanceorlando,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aviation institute of maintenanceorlando
empire beauty schoollehigh valley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,empire beauty schoollehigh valley
university of utah,"Salt Lake City, UT",3.7,1242.0,48290.89361702128,68768.81081081081,0.89,27,PUBLIC,4 YEAR,12881.0,34734.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,university of utah
graceland universitylamoni,"Lamoni, IA",3.2,1067.0,42086.5,54185.2,0.74,19,PRIVATE,4 YEAR,17650.0,1237.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,graceland universitylamoni
chesapeake college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chesapeake college
florida academy of health beauty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,florida academy of health beauty
marshall b ketchum university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,marshall b ketchum university
methodist theological school in ohio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,methodist theological school in ohio
capella university,N/A,N/A,N/A,64187.7,75291.41666666667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,capella university
evolve beauty academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,evolve beauty academy
euphoria institute of beauty arts sciencessummerlin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,euphoria institute of beauty arts sciencessummerlin
empire beauty schoolpeekskill,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,empire beauty schoolpeekskill
gavilan college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,gavilan college
university of leicester,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of leicester
sit graduate institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sit graduate institute
inter american university of puerto ricoguayama,"Guayama, PR",3.1,N/A,19161.5,26120.4,0.47,--,PRIVATE,4 YEAR,7563.0,1605.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,inter american university of puerto ricoguayama
mississippi gulf coast community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mississippi gulf coast community college
northern marianas college,N/A,N/A,N/A,17950.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,northern marianas college
winthrop university,"Rock Hill, SC",4.0,1067.0,33546.45,43861.84210526316,0.7,22,PUBLIC,4 YEAR,19300.0,4712.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,winthrop university
brooklyn law school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,brooklyn law school
western kentucky university,"Bowling Green, KY",3.5,1150.0,40241.97727272727,52410.13043478261,0.97,22,PUBLIC,4 YEAR,12705.0,16493.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,western kentucky university
clark atlanta university,"Atlanta, GA",4.0,1006.0,25410.125,43232.625,0.56,20,PRIVATE,4 YEAR,29100.0,4000.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,clark atlanta university
columbus state community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,columbus state community college
university of new mexicogallup campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of new mexicogallup campus
devry universitygeorgia,N/A,N/A,N/A,50933.8,62540.72727272727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,devry universitygeorgia
the colleges of law at santa barbara,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,the colleges of law at santa barbara
tusculum university,"Greeneville, TN",3.2,1061.0,39190.4,46459.166666666664,0.81,21,PRIVATE,4 YEAR,17537.0,1303.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,tusculum university
baltimore studio of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,baltimore studio of hair design
naval postgraduate school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,naval postgraduate school
chippewa valley technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chippewa valley technical college
ct aerotech,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ct aerotech
university of durham,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of durham
quinebaug valley community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,quinebaug valley community college
indiana universitykokomo,"Kokomo, IN",3.3,1053.0,42039.666666666664,53151.0,0.86,19,PUBLIC,4 YEAR,9796.0,2846.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,indiana universitykokomo
south coast college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,south coast college
university of maryland eastern shore,"Princess Anne, MD",3.1,941.0,37099.545454545456,50967.666666666664,0.82,17,PUBLIC,4 YEAR,16980.0,2518.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,university of maryland eastern shore
texas health and science university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,texas health and science university
suny college at potsdam,"Potsdam, NY",3.3,1095.0,30440.4375,50174.61111111111,0.83,23,PUBLIC,4 YEAR,14505.0,2427.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,suny college at potsdam
concorde career collegeaurora,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,concorde career collegeaurora
waynesburg university,"Waynesburg, PA",3.5,1053.0,44767.6,56666.0,0.76,20,PRIVATE,4 YEAR,18822.0,1366.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,waynesburg university
fortis institutetowson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis institutetowson
atlanta institute of music and media,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,atlanta institute of music and media
central baptist college,N/A,N/A,N/A,44780.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central baptist college
career care institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,career care institute
community college of denver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,community college of denver
john patrick university of health and applied sciences,N/A,N/A,N/A,106833.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,john patrick university of health and applied sciences
portage lakes career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,portage lakes career center
university of new england,"Biddeford, ME",3.4,1142.0,40853.083333333336,61029.3,0.96,23,PRIVATE,4 YEAR,36474.0,6434.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,university of new england
kenneth shuler school of cosmetology and nailscolumbia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,kenneth shuler school of cosmetology and nailscolumbia
university of arkansasfort smith,"Fort Smith, AR",3.4,N/A,38752.666666666664,50375.5,N/A,--,PUBLIC,4 YEAR,9637.0,5379.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,university of arkansasfort smith
the salon professional academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,the salon professional academy
faith theological seminary and christian college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,faith theological seminary and christian college
lincoln college of technologymelrose park,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lincoln college of technologymelrose park
paul quinn college,"Dallas, TX",2.6,885.0,N/A,N/A,0.57,15,PRIVATE,4 YEAR,13951.0,938.0,https://www.appily.com/colleges/gpa/2-7,N/A,N/A,paul quinn college
lenape technical school practical nursing program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lenape technical school practical nursing program
stratford university,N/A,N/A,N/A,55745.666666666664,65306.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,stratford university
davenport universitymidland location,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,davenport universitymidland location
american jewish university,"Los Angeles, CA",3.1,N/A,N/A,N/A,0.96,--,PRIVATE,4 YEAR,38997.0,108.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,american jewish university
suny old westbury,"Old Westbury, NY",3.1,1035.0,39297.35294117647,56190.5,0.92,21,PUBLIC,4 YEAR,10273.0,4270.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,suny old westbury
ross medical education centermuncie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ross medical education centermuncie
empire beauty schoolreading,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,empire beauty schoolreading
snow college,"Ephraim, UT",3.4,N/A,N/A,N/A,1.0,--,PUBLIC,4 YEAR,8592.0,5997.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,snow college
kent state university at stark,"North Canton, OH",3.1,N/A,35480.705882352944,48309.8125,N/A,--,PUBLIC,4 YEAR,7795.0,3446.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,kent state university at stark
principia college,"Elsah, IL",3.4,1145.0,N/A,N/A,0.48,24,PRIVATE,4 YEAR,N/A,323.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,principia college
saint michael college of allied health,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,saint michael college of allied health
northwestern state university of louisiana,"Natchitoches, LA",3.4,1105.0,38430.47826086957,50283.1,0.98,22,PUBLIC,4 YEAR,12866.0,9389.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,northwestern state university of louisiana
university of evansville,"Evansville, IN",3.7,1223.0,54228.75,66048.5,0.76,26,PRIVATE,4 YEAR,23212.0,2017.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,university of evansville
ross medical education centerknoxville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ross medical education centerknoxville
madera community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,madera community college
mcgill university,N/A,N/A,N/A,36004.0,72744.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mcgill university
suny polytechnic institute,"Utica, NY",3.7,1182.0,49050.4375,68751.07692307692,0.82,24,PUBLIC,4 YEAR,13809.0,2842.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,suny polytechnic institute
georgia southern university,"Statesboro, GA",3.5,1129.0,40245.666666666664,59446.765957446805,0.89,22,PUBLIC,4 YEAR,15463.0,25481.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,georgia southern university
university of aesthetics cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of aesthetics cosmetology
southern states university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,southern states university
kapiolani community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,kapiolani community college
franklin university,N/A,N/A,N/A,54073.78571428572,63690.230769230766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,franklin university
universal technical institute of arizona incmotorcycle mechanics institute division,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,universal technical institute of arizona incmotorcycle mechanics institute division
virginia beach city public schools school of practical nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,virginia beach city public schools school of practical nursing
paul mitchell the schoolfort lauderdale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolfort lauderdale
methodist university,"Fayetteville, NC",3.6,1040.0,44319.5,55102.0,0.76,19,PRIVATE,4 YEAR,32906.0,1811.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,methodist university
ohio media schoolcolumbus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ohio media schoolcolumbus
solent university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,solent university
strayer universitynewport news campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strayer universitynewport news campus
yo san university of traditional chinese medicine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yo san university of traditional chinese medicine
black hills state university,"Spearfish, SD",3.1,1083.0,40620.75,46459.25,0.97,21,PUBLIC,4 YEAR,16706.0,3425.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,black hills state university
total beauty institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,total beauty institute
emperors college of traditional oriental medicine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,emperors college of traditional oriental medicine
university of the incarnate word,"San Antonio, TX",3.5,1054.0,37829.125,56101.26315789474,0.94,20,PRIVATE,4 YEAR,24784.0,7305.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,university of the incarnate word
texas a m universitykingsville,"Kingsville, TX",3.4,1032.0,40306.5,60974.96,0.97,18,PUBLIC,4 YEAR,13778.0,6092.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,texas a m universitykingsville
triangle tech incgreensburg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,triangle tech incgreensburg
richard bland college,"South Prince George, VA",2.6,N/A,N/A,N/A,0.79,--,PUBLIC,2 YEAR,12736.0,2051.0,https://www.appily.com/colleges/gpa/2-7,N/A,N/A,richard bland college
queens university of charlotte,"Charlotte, NC",3.7,1159.0,44912.8,56438.875,0.71,26,PRIVATE,4 YEAR,25756.0,1873.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,queens university of charlotte
albany law school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,albany law school
laurel ridge community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,laurel ridge community college
central california school of continuing education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central california school of continuing education
ball state university,"Muncie, IN",3.6,1138.0,42424.765957446805,56629.688888888886,0.69,22,PUBLIC,4 YEAR,13195.0,19777.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,ball state university
sarah lawrence college,"Bronxville, NY",3.8,1344.0,25846.0,42672.0,0.5,32,PRIVATE,4 YEAR,36422.0,1696.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,sarah lawrence college
ctk healthcare career institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ctk healthcare career institute
indiana state university,"Terre Haute, IN",3.3,N/A,44456.645161290326,53540.805555555555,0.92,19,PUBLIC,4 YEAR,12903.0,8658.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,indiana state university
university of san francisco,"San Francisco, CA",3.7,1236.0,47203.63636363636,81686.66666666667,0.71,28,PRIVATE,4 YEAR,42801.0,9688.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,university of san francisco
bob jones university,"Greenville, SC",3.7,1146.0,43472.75,54191.42857142857,0.86,25,PRIVATE,4 YEAR,12923.0,3095.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,bob jones university
mercy university,"Dobbs Ferry, NY",3.3,988.0,43796.444444444445,58473.6875,0.86,22,PRIVATE,4 YEAR,14281.0,8615.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,mercy university
avera sacred heart hospital,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,avera sacred heart hospital
bard college coxsackie correctional facility,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bard college coxsackie correctional facility
el camino community college district,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,el camino community college district
maryland beauty academy of essex,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,maryland beauty academy of essex
george c wallace state community collegehanceville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,george c wallace state community collegehanceville
suny college of technology at delhi,"Delhi, NY",3.0,1025.0,51598.6,58417.2,0.83,20,PUBLIC,4 YEAR,14867.0,2612.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,suny college of technology at delhi
davenport universitykalamazoo location,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,davenport universitykalamazoo location
rockingham community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rockingham community college
buckner barber school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,buckner barber school
san jacinto community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,san jacinto community college
tennessee college of applied technologyknoxville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tennessee college of applied technologyknoxville
university of californiasanta cruz,"Santa Cruz, CA",3.9,1306.0,38872.903225806454,69669.43333333333,0.47,28,PUBLIC,4 YEAR,17842.0,19478.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,university of californiasanta cruz
northeast technology center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,northeast technology center
elite cosmetology school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,elite cosmetology school
shenandoah university,"Winchester, VA",3.7,1103.0,42295.22222222222,56668.166666666664,0.8,22,PRIVATE,4 YEAR,31089.0,4260.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,shenandoah university
icpr junior collegearecibo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,icpr junior collegearecibo
signature healthcare brockton hospital school of nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,signature healthcare brockton hospital school of nursing
the college of wooster,"Wooster, OH",3.7,1282.0,32381.625,47911.555555555555,0.56,28,PRIVATE,4 YEAR,27923.0,1967.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,the college of wooster
institute of clinical acupuncture oriental med,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,institute of clinical acupuncture oriental med
trinity episcopal school for ministry,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,trinity episcopal school for ministry
oak valley college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oak valley college
columbus college of art design,"Columbus, OH",3.4,1087.0,25706.25,39279.0,0.91,21,PRIVATE,4 YEAR,27847.0,972.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,columbus college of art design
huston tillotson university center for entrepreneurship and innova,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,huston tillotson university center for entrepreneurship and innova
jacksonville collegemain campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,jacksonville collegemain campus
